ward,precinct,total,Brandon Johnson (Elizabeth Warren),Brandon Johnson (Elizabeth Warren) Percent,Jamie Brown (Elizabeth Warren),Jamie Brown (Elizabeth Warren) Percent,Frederick ''Fritz'' Kaegi (Elizabeth W,Frederick ''Fritz'' Kaegi (Elizabeth W Percent,Mony Ruiz Velasco (Elizabeth Warren),Mony Ruiz Velasco (Elizabeth Warren) Percent,Marlon D. Harris (Elizabeth Warren),Marlon D. Harris (Elizabeth Warren) Percent,Harlene Ellin (Elizabeth Warren),Harlene Ellin (Elizabeth Warren) Percent,Mihir Garud (Elizabeth Warren),Mihir Garud (Elizabeth Warren) Percent,Benetta Mansfield (Elizabeth Warren),Benetta Mansfield (Elizabeth Warren) Percent,Mary Ann Abbott (Andrew Yang),Mary Ann Abbott (Andrew Yang) Percent,Elizabeth Henricks (Andrew Yang),Elizabeth Henricks (Andrew Yang) Percent,Steven Dyme (Andrew Yang),Steven Dyme (Andrew Yang) Percent,Yvonne O'Connor (Andrew Yang),Yvonne O'Connor (Andrew Yang) Percent,Peter Wojda IV (Andrew Yang),Peter Wojda IV (Andrew Yang) Percent,Rudyard ''Rudy'' Urian (Andrew Yang),Rudyard ''Rudy'' Urian (Andrew Yang) Percent,Marty Castro (Pete Buttigieg),Marty Castro (Pete Buttigieg) Percent,Eric Davis (Pete Buttigieg),Eric Davis (Pete Buttigieg) Percent,Thomas Gary (Pete Buttigieg),Thomas Gary (Pete Buttigieg) Percent,Marla Izbicky (Pete Buttigieg),Marla Izbicky (Pete Buttigieg) Percent,Amalia Mahoney (Pete Buttigieg),Amalia Mahoney (Pete Buttigieg) Percent,Cristal Thomas Gary (Pete Buttigieg),Cristal Thomas Gary (Pete Buttigieg) Percent,Claudia Moreno-Nunez (Bernie Sanders),Claudia Moreno-Nunez (Bernie Sanders) Percent,Julie Lehrman (Bernie Sanders),Julie Lehrman (Bernie Sanders) Percent,Martese Luzette Chism (Bernie Sanders),Martese Luzette Chism (Bernie Sanders) Percent,Ojus Khanolkar (Bernie Sanders),Ojus Khanolkar (Bernie Sanders) Percent,Dominique Coronel (Bernie Sanders),Dominique Coronel (Bernie Sanders) Percent,Miguel Bautista (Bernie Sanders),Miguel Bautista (Bernie Sanders) Percent,Ronald Lawless (Bernie Sanders),Ronald Lawless (Bernie Sanders) Percent,Tim Thomas (Bernie Sanders),Tim Thomas (Bernie Sanders) Percent,Barton Moy (Amy J. Klobuchar),Barton Moy (Amy J. Klobuchar) Percent,Gail M. Silver (Amy J. Klobuchar),Gail M. Silver (Amy J. Klobuchar) Percent,Joan L. Long (Amy J. Klobuchar),Joan L. Long (Amy J. Klobuchar) Percent,Addison Woodward (Amy J. Klobuchar),Addison Woodward (Amy J. Klobuchar) Percent,Ann Henstrand (Amy J. Klobuchar),Ann Henstrand (Amy J. Klobuchar) Percent,Jennifer Vincent (Amy J. Klobuchar),Jennifer Vincent (Amy J. Klobuchar) Percent,Markayle Tolliver (Amy J. Klobuchar),Markayle Tolliver (Amy J. Klobuchar) Percent,Thomas A. (Tom) Ciavarella (Amy J. Klo,Thomas A. (Tom) Ciavarella (Amy J. Klo Percent,precinct_id
27,10,1499,51,3.4,25,1.67,21,1.4,21,1.4,28,1.87,19,1.27,8,0.53,15,1.0,13,0.87,8,0.53,13,0.87,11,0.73,5,0.33,4,0.27,6,0.4,7,0.47,6,0.4,6,0.4,6,0.4,4,0.27,60,4.0,48,3.2,43,2.87,45,3.0,49,3.27,52,3.47,45,3.0,45,3.0,6,0.4,4,0.27,3,0.2,2,0.13,4,0.27,7,0.47,4,0.27,7,0.47,27010
27,11,1454,13,0.89,12,0.83,9,0.62,12,0.83,9,0.62,14,0.96,12,0.83,15,1.03,6,0.41,4,0.28,3,0.21,3,0.21,2,0.14,3,0.21,9,0.62,8,0.55,9,0.62,9,0.62,11,0.76,10,0.69,58,3.99,54,3.71,54,3.71,55,3.78,54,3.71,61,4.2,53,3.65,50,3.44,3,0.21,4,0.28,4,0.28,1,0.07,4,0.28,5,0.34,1,0.07,2,0.14,27011
27,13,1633,32,1.96,23,1.41,17,1.04,15,0.92,23,1.41,15,0.92,12,0.73,18,1.1,9,0.55,11,0.67,3,0.18,4,0.24,2,0.12,5,0.31,7,0.43,8,0.49,4,0.24,5,0.31,7,0.43,8,0.49,65,3.98,43,2.63,43,2.63,37,2.27,45,2.76,40,2.45,35,2.14,32,1.96,2,0.12,3,0.18,1,0.06,4,0.24,4,0.24,3,0.18,0,0.0,2,0.12,27013
27,14,562,14,2.49,15,2.67,7,1.25,4,0.71,6,1.07,6,1.07,4,0.71,7,1.25,1,0.18,3,0.53,1,0.18,1,0.18,1,0.18,2,0.36,1,0.18,2,0.36,1,0.18,1,0.18,0,0.0,1,0.18,21,3.74,22,3.91,18,3.2,16,2.85,19,3.38,16,2.85,16,2.85,17,3.02,0,0.0,1,0.18,1,0.18,1,0.18,1,0.18,1,0.18,1,0.18,2,0.36,27014
27,15,689,18,2.61,9,1.31,7,1.02,14,2.03,8,1.16,11,1.6,6,0.87,11,1.6,4,0.58,3,0.44,1,0.15,4,0.58,3,0.44,2,0.29,3,0.44,3,0.44,4,0.58,2,0.29,4,0.58,3,0.44,28,4.06,19,2.76,19,2.76,18,2.61,24,3.48,18,2.61,20,2.9,21,3.05,0,0.0,2,0.29,2,0.29,0,0.0,0,0.0,0,0.0,0,0.0,2,0.29,27015
27,16,1552,13,0.84,10,0.64,15,0.97,12,0.77,11,0.71,14,0.9,14,0.9,17,1.1,9,0.58,11,0.71,4,0.26,5,0.32,5,0.32,4,0.26,16,1.03,12,0.77,14,0.9,13,0.84,11,0.71,13,0.84,72,4.64,66,4.25,63,4.06,62,3.99,61,3.93,67,4.32,60,3.87,56,3.61,3,0.19,3,0.19,2,0.13,3,0.19,5,0.32,2,0.13,2,0.13,2,0.13,27016
27,17,1558,35,2.25,20,1.28,18,1.16,17,1.09,19,1.22,13,0.83,13,0.83,20,1.28,8,0.51,7,0.45,6,0.39,4,0.26,4,0.26,8,0.51,5,0.32,6,0.39,5,0.32,3,0.19,3,0.19,3,0.19,84,5.39,72,4.62,69,4.43,61,3.92,81,5.2,74,4.75,69,4.43,63,4.04,4,0.26,3,0.19,3,0.19,3,0.19,2,0.13,4,0.26,2,0.13,0,0.0,27017
27,18,972,20,2.06,16,1.65,11,1.13,7,0.72,11,1.13,11,1.13,5,0.51,12,1.23,12,1.23,14,1.44,5,0.51,13,1.34,6,0.62,6,0.62,6,0.62,3,0.31,5,0.51,3,0.31,3,0.31,4,0.41,37,3.81,40,4.12,33,3.4,28,2.88,38,3.91,33,3.4,25,2.57,32,3.29,0,0.0,1,0.1,1,0.1,1,0.1,0,0.0,3,0.31,0,0.0,2,0.21,27018
27,19,670,14,2.09,10,1.49,8,1.19,6,0.9,4,0.6,7,1.04,6,0.9,6,0.9,10,1.49,5,0.75,2,0.3,9,1.34,2,0.3,4,0.6,4,0.6,5,0.75,2,0.3,0,0.0,1,0.15,1,0.15,42,6.27,41,6.12,37,5.52,38,5.67,40,5.97,42,6.27,33,4.93,32,4.78,3,0.45,1,0.15,2,0.3,0,0.0,1,0.15,3,0.45,0,0.0,0,0.0,27019
27,20,727,15,2.06,13,1.79,5,0.69,11,1.51,8,1.1,6,0.83,6,0.83,6,0.83,6,0.83,3,0.41,4,0.55,7,0.96,2,0.28,3,0.41,2,0.28,4,0.55,6,0.83,1,0.14,1,0.14,1,0.14,38,5.23,36,4.95,29,3.99,31,4.26,42,5.78,33,4.54,34,4.68,31,4.26,1,0.14,4,0.55,1,0.14,1,0.14,2,0.28,1,0.14,1,0.14,1,0.14,27020
27,21,1566,19,1.21,21,1.34,16,1.02,15,0.96,13,0.83,19,1.21,18,1.15,15,0.96,10,0.64,9,0.57,8,0.51,5,0.32,2,0.13,5,0.32,13,0.83,8,0.51,5,0.32,10,0.64,10,0.64,8,0.51,40,2.55,40,2.55,37,2.36,33,2.11,37,2.36,34,2.17,35,2.23,31,1.98,2,0.13,7,0.45,5,0.32,2,0.13,5,0.32,6,0.38,1,0.06,3,0.19,27021
27,22,757,17,2.25,16,2.11,10,1.32,11,1.45,14,1.85,14,1.85,4,0.53,8,1.06,4,0.53,6,0.79,6,0.79,5,0.66,2,0.26,4,0.53,0,0.0,3,0.4,4,0.53,2,0.26,1,0.13,2,0.26,30,3.96,28,3.7,25,3.3,22,2.91,29,3.83,29,3.83,23,3.04,22,2.91,2,0.26,0,0.0,2,0.26,2,0.26,0,0.0,1,0.13,0,0.0,0,0.0,27022
27,23,1038,30,2.89,15,1.45,9,0.87,10,0.96,16,1.54,9,0.87,7,0.67,9,0.87,3,0.29,4,0.39,3,0.29,3,0.29,2,0.19,1,0.1,5,0.48,4,0.39,2,0.19,2,0.19,0,0.0,1,0.1,46,4.43,40,3.85,44,4.24,43,4.14,48,4.62,49,4.72,39,3.76,42,4.05,1,0.1,1,0.1,1,0.1,0,0.0,2,0.19,1,0.1,0,0.0,2,0.19,27023
27,24,780,13,1.67,15,1.92,10,1.28,17,2.18,7,0.9,9,1.15,7,0.9,8,1.03,5,0.64,4,0.51,2,0.26,2,0.26,3,0.38,2,0.26,6,0.77,5,0.64,1,0.13,3,0.38,2,0.26,0,0.0,40,5.13,36,4.62,35,4.49,29,3.72,33,4.23,38,4.87,30,3.85,30,3.85,2,0.26,1,0.13,1,0.13,3,0.38,1,0.13,2,0.26,2,0.26,2,0.26,27024
27,25,1577,25,1.59,23,1.46,17,1.08,19,1.2,20,1.27,16,1.01,13,0.82,15,0.95,5,0.32,5,0.32,4,0.25,8,0.51,3,0.19,3,0.19,11,0.7,6,0.38,4,0.25,4,0.25,7,0.44,10,0.63,73,4.63,71,4.5,67,4.25,67,4.25,60,3.8,60,3.8,59,3.74,56,3.55,5,0.32,5,0.32,3,0.19,4,0.25,4,0.25,5,0.32,4,0.25,5,0.32,27025
27,26,1121,17,1.52,14,1.25,7,0.62,10,0.89,10,0.89,6,0.54,5,0.45,10,0.89,5,0.45,3,0.27,2,0.18,3,0.27,2,0.18,1,0.09,2,0.18,5,0.45,2,0.18,3,0.27,3,0.27,3,0.27,54,4.82,50,4.46,47,4.19,49,4.37,55,4.91,52,4.64,49,4.37,44,3.93,2,0.18,4,0.36,2,0.18,1,0.09,1,0.09,5,0.45,0,0.0,1,0.09,27026
27,27,1665,29,1.74,28,1.68,17,1.02,26,1.56,19,1.14,22,1.32,23,1.38,20,1.2,13,0.78,10,0.6,5,0.3,13,0.78,2,0.12,7,0.42,10,0.6,5,0.3,4,0.24,6,0.36,6,0.36,10,0.6,71,4.26,66,3.96,55,3.3,51,3.06,63,3.78,56,3.36,60,3.6,51,3.06,6,0.36,2,0.12,2,0.12,1,0.06,2,0.12,4,0.24,4,0.24,3,0.18,27027
27,28,1371,18,1.31,13,0.95,12,0.88,14,1.02,8,0.58,10,0.73,7,0.51,10,0.73,6,0.44,4,0.29,4,0.29,2,0.15,1,0.07,3,0.22,9,0.66,8,0.58,4,0.29,3,0.22,5,0.36,6,0.44,59,4.3,57,4.16,56,4.08,55,4.01,55,4.01,58,4.23,50,3.65,50,3.65,1,0.07,0,0.0,0,0.0,5,0.36,0,0.0,3,0.22,2,0.15,4,0.29,27028
27,29,836,13,1.56,8,0.96,11,1.32,6,0.72,6,0.72,6,0.72,3,0.36,5,0.6,6,0.72,5,0.6,3,0.36,4,0.48,0,0.0,2,0.24,5,0.6,2,0.24,3,0.36,3,0.36,1,0.12,0,0.0,45,5.38,39,4.67,33,3.95,34,4.07,40,4.78,41,4.9,33,3.95,38,4.55,1,0.12,2,0.24,4,0.48,0,0.0,0,0.0,3,0.36,1,0.12,0,0.0,27029
27,30,777,26,3.35,16,2.06,10,1.29,11,1.42,13,1.67,8,1.03,11,1.42,10,1.29,6,0.77,4,0.51,1,0.13,3,0.39,0,0.0,3,0.39,1,0.13,1,0.13,1,0.13,2,0.26,1,0.13,3,0.39,30,3.86,31,3.99,21,2.7,21,2.7,30,3.86,30,3.86,27,3.47,25,3.22,0,0.0,2,0.26,2,0.26,0,0.0,0,0.0,0,0.0,1,0.13,1,0.13,27030
27,31,1079,16,1.48,18,1.67,12,1.11,10,0.93,9,0.83,11,1.02,8,0.74,4,0.37,7,0.65,3,0.28,3,0.28,6,0.56,1,0.09,1,0.09,4,0.37,5,0.46,3,0.28,2,0.19,2,0.19,1,0.09,62,5.75,63,5.84,56,5.19,57,5.28,62,5.75,63,5.84,53,4.91,50,4.63,3,0.28,4,0.37,0,0.0,0,0.0,2,0.19,0,0.0,1,0.09,1,0.09,27031
27,32,1545,19,1.23,13,0.84,13,0.84,5,0.32,9,0.58,13,0.84,7,0.45,7,0.45,13,0.84,8,0.52,6,0.39,8,0.52,5,0.32,7,0.45,7,0.45,6,0.39,6,0.39,7,0.45,6,0.39,5,0.32,92,5.95,88,5.7,70,4.53,78,5.05,79,5.11,80,5.18,71,4.6,73,4.72,2,0.13,2,0.13,2,0.13,4,0.26,3,0.19,6,0.39,1,0.06,2,0.13,27032
27,33,1811,23,1.27,21,1.16,16,0.88,17,0.94,16,0.88,16,0.88,14,0.77,20,1.1,9,0.5,8,0.44,5,0.28,8,0.44,6,0.33,5,0.28,8,0.44,8,0.44,6,0.33,10,0.55,6,0.33,5,0.28,73,4.03,71,3.92,59,3.26,61,3.37,72,3.98,66,3.64,60,3.31,53,2.93,5,0.28,5,0.28,1,0.06,1,0.06,0,0.0,2,0.11,4,0.22,2,0.11,27033
27,34,797,12,1.51,8,1.0,3,0.38,3,0.38,9,1.13,5,0.63,3,0.38,2,0.25,4,0.5,3,0.38,2,0.25,3,0.38,3,0.38,2,0.25,3,0.38,4,0.5,2,0.25,3,0.38,2,0.25,1,0.13,33,4.14,29,3.64,20,2.51,20,2.51,24,3.01,23,2.89,22,2.76,18,2.26,2,0.25,1,0.13,3,0.38,2,0.25,1,0.13,2,0.25,3,0.38,1,0.13,27034
27,35,1956,32,1.64,32,1.64,37,1.89,31,1.58,34,1.74,34,1.74,30,1.53,36,1.84,13,0.66,11,0.56,8,0.41,9,0.46,9,0.46,6,0.31,12,0.61,13,0.66,15,0.77,14,0.72,11,0.56,12,0.61,108,5.52,104,5.32,101,5.16,92,4.7,99,5.06,94,4.81,84,4.29,82,4.19,5,0.26,4,0.2,5,0.26,5,0.26,4,0.2,4,0.2,1,0.05,2,0.1,27035
27,36,1297,16,1.23,21,1.62,12,0.93,12,0.93,14,1.08,15,1.16,11,0.85,12,0.93,4,0.31,3,0.23,2,0.15,4,0.31,1,0.08,1,0.08,2,0.15,7,0.54,0,0.0,2,0.15,0,0.0,3,0.23,73,5.63,73,5.63,65,5.01,63,4.86,70,5.4,67,5.17,63,4.86,54,4.16,1,0.08,3,0.23,3,0.23,0,0.0,2,0.15,5,0.39,0,0.0,0,0.0,27036
27,37,1355,24,1.77,24,1.77,25,1.85,22,1.62,22,1.62,22,1.62,18,1.33,10,0.74,9,0.66,10,0.74,4,0.3,6,0.44,4,0.3,5,0.37,4,0.3,11,0.81,3,0.22,6,0.44,6,0.44,3,0.22,45,3.32,39,2.88,37,2.73,40,2.95,37,2.73,39,2.88,34,2.51,30,2.21,4,0.3,4,0.3,3,0.22,4,0.3,2,0.15,4,0.3,1,0.07,3,0.22,27037
27,38,1988,42,2.11,27,1.36,17,0.86,20,1.01,22,1.11,23,1.16,17,0.86,26,1.31,9,0.45,10,0.5,6,0.3,4,0.2,3,0.15,4,0.2,8,0.4,10,0.5,4,0.2,5,0.25,3,0.15,6,0.3,84,4.23,72,3.62,67,3.37,74,3.72,72,3.62,78,3.92,67,3.37,67,3.37,2,0.1,8,0.4,7,0.35,3,0.15,4,0.2,6,0.3,5,0.25,7,0.35,27038
27,39,1236,24,1.94,14,1.13,11,0.89,12,0.97,15,1.21,11,0.89,10,0.81,13,1.05,10,0.81,7,0.57,4,0.32,2,0.16,1,0.08,3,0.24,3,0.24,7,0.57,2,0.16,4,0.32,1,0.08,1,0.08,52,4.21,51,4.13,46,3.72,38,3.07,47,3.8,41,3.32,37,2.99,34,2.75,2,0.16,5,0.4,5,0.4,2,0.16,2,0.16,1,0.08,3,0.24,3,0.24,27039
27,40,1866,20,1.07,22,1.18,17,0.91,18,0.96,13,0.7,16,0.86,14,0.75,18,0.96,8,0.43,6,0.32,3,0.16,6,0.32,3,0.16,3,0.16,10,0.54,5,0.27,8,0.43,10,0.54,12,0.64,10,0.54,120,6.43,108,5.79,99,5.31,99,5.31,101,5.41,110,5.89,96,5.14,95,5.09,2,0.11,3,0.16,4,0.21,5,0.27,4,0.21,3,0.16,2,0.11,3,0.16,27040
27,41,1428,39,2.73,33,2.31,18,1.26,18,1.26,27,1.89,17,1.19,17,1.19,24,1.68,9,0.63,7,0.49,9,0.63,10,0.7,4,0.28,3,0.21,2,0.14,11,0.77,6,0.42,6,0.42,7,0.49,7,0.49,64,4.48,61,4.27,41,2.87,37,2.59,41,2.87,36,2.52,37,2.59,39,2.73,4,0.28,6,0.42,5,0.35,2,0.14,6,0.42,10,0.7,3,0.21,9,0.63,27041
27,42,465,6,1.29,6,1.29,4,0.86,2,0.43,5,1.08,5,1.08,5,1.08,5,1.08,4,0.86,2,0.43,3,0.65,0,0.0,1,0.22,1,0.22,2,0.43,4,0.86,2,0.43,1,0.22,1,0.22,1,0.22,15,3.23,14,3.01,13,2.8,10,2.15,13,2.8,12,2.58,11,2.37,11,2.37,0,0.0,1,0.22,0,0.0,3,0.65,1,0.22,1,0.22,0,0.0,1,0.22,27042
27,43,994,16,1.61,10,1.01,8,0.8,5,0.5,7,0.7,6,0.6,6,0.6,3,0.3,6,0.6,5,0.5,1,0.1,5,0.5,3,0.3,4,0.4,4,0.4,2,0.2,2,0.2,3,0.3,1,0.1,0,0.0,41,4.12,41,4.12,34,3.42,35,3.52,34,3.42,34,3.42,34,3.42,33,3.32,2,0.2,2,0.2,3,0.3,3,0.3,2,0.2,2,0.2,0,0.0,4,0.4,27043
27,44,958,12,1.25,12,1.25,4,0.42,5,0.52,5,0.52,4,0.42,4,0.42,6,0.63,4,0.42,6,0.63,5,0.52,4,0.42,1,0.1,2,0.21,3,0.31,3,0.31,3,0.31,2,0.21,2,0.21,1,0.1,45,4.7,44,4.59,44,4.59,41,4.28,44,4.59,41,4.28,42,4.38,42,4.38,2,0.21,5,0.52,2,0.21,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,27044
27,45,3496,37,1.06,32,0.92,31,0.89,30,0.86,22,0.63,28,0.8,27,0.77,29,0.83,12,0.34,11,0.31,11,0.31,9,0.26,1,0.03,4,0.11,18,0.51,15,0.43,16,0.46,18,0.51,22,0.63,15,0.43,174,4.98,153,4.38,143,4.09,138,3.95,140,4.0,141,4.03,133,3.8,129,3.69,9,0.26,10,0.29,5,0.14,8,0.23,6,0.17,5,0.14,7,0.2,5,0.14,27045
27,47,1078,28,2.6,18,1.67,14,1.3,9,0.83,18,1.67,15,1.39,10,0.93,10,0.93,4,0.37,7,0.65,3,0.28,8,0.74,1,0.09,1,0.09,8,0.74,12,1.11,3,0.28,2,0.19,5,0.46,8,0.74,44,4.08,44,4.08,27,2.5,34,3.15,30,2.78,34,3.15,31,2.88,28,2.6,4,0.37,7,0.65,1,0.09,2,0.19,3,0.28,2,0.19,2,0.19,1,0.09,27047
27,48,2394,35,1.46,30,1.25,23,0.96,23,0.96,23,0.96,21,0.88,21,0.88,25,1.04,11,0.46,12,0.5,7,0.29,10,0.42,6,0.25,9,0.38,11,0.46,10,0.42,4,0.17,8,0.33,13,0.54,16,0.67,113,4.72,104,4.34,99,4.14,98,4.09,107,4.47,103,4.3,95,3.97,89,3.72,1,0.04,5,0.21,8,0.33,6,0.25,3,0.13,4,0.17,5,0.21,5,0.21,27048
27,49,1204,27,2.24,20,1.66,10,0.83,9,0.75,15,1.25,11,0.91,7,0.58,9,0.75,6,0.5,4,0.33,4,0.33,7,0.58,0,0.0,1,0.08,1,0.08,10,0.83,2,0.17,1,0.08,0,0.0,4,0.33,51,4.24,46,3.82,40,3.32,40,3.32,49,4.07,45,3.74,44,3.65,40,3.32,6,0.5,2,0.17,0,0.0,0,0.0,1,0.08,2,0.17,0,0.0,3,0.25,27049
27,50,1278,27,2.11,15,1.17,10,0.78,10,0.78,12,0.94,11,0.86,5,0.39,12,0.94,10,0.78,7,0.55,6,0.47,6,0.47,11,0.86,3,0.23,2,0.16,11,0.86,4,0.31,3,0.23,3,0.23,1,0.08,49,3.83,47,3.68,46,3.6,43,3.36,52,4.07,44,3.44,47,3.68,39,3.05,3,0.23,3,0.23,3,0.23,0,0.0,1,0.08,5,0.39,2,0.16,4,0.31,27050
28,1,672,19,2.83,8,1.19,7,1.04,5,0.74,9,1.34,4,0.6,3,0.45,7,1.04,6,0.89,2,0.3,4,0.6,3,0.45,0,0.0,2,0.3,1,0.15,4,0.6,3,0.45,0,0.0,2,0.3,1,0.15,27,4.02,24,3.57,23,3.42,21,3.13,27,4.02,23,3.42,23,3.42,18,2.68,0,0.0,1,0.15,0,0.0,0,0.0,0,0.0,1,0.15,0,0.0,1,0.15,28001
28,2,1119,22,1.97,18,1.61,13,1.16,8,0.71,15,1.34,9,0.8,8,0.71,8,0.71,6,0.54,7,0.63,5,0.45,7,0.63,2,0.18,5,0.45,3,0.27,7,0.63,1,0.09,3,0.27,4,0.36,5,0.45,57,5.09,56,5.0,51,4.56,52,4.65,63,5.63,55,4.92,53,4.74,53,4.74,3,0.27,2,0.18,8,0.71,4,0.36,3,0.27,5,0.45,6,0.54,5,0.45,28002
28,3,903,10,1.11,8,0.89,6,0.66,4,0.44,2,0.22,4,0.44,2,0.22,5,0.55,8,0.89,4,0.44,2,0.22,4,0.44,5,0.55,3,0.33,1,0.11,3,0.33,2,0.22,0,0.0,1,0.11,0,0.0,42,4.65,40,4.43,39,4.32,37,4.1,41,4.54,39,4.32,38,4.21,39,4.32,0,0.0,0,0.0,1,0.11,0,0.0,0,0.0,1,0.11,1,0.11,2,0.22,28003
28,4,1180,9,0.76,5,0.42,8,0.68,5,0.42,5,0.42,6,0.51,4,0.34,7,0.59,6,0.51,5,0.42,7,0.59,3,0.25,5,0.42,7,0.59,2,0.17,3,0.25,0,0.0,2,0.17,1,0.08,0,0.0,76,6.44,73,6.19,71,6.02,73,6.19,74,6.27,74,6.27,67,5.68,67,5.68,1,0.08,4,0.34,1,0.08,1,0.08,1,0.08,0,0.0,0,0.0,0,0.0,28004
28,5,964,29,3.01,20,2.07,15,1.56,13,1.35,22,2.28,12,1.24,18,1.87,17,1.76,8,0.83,6,0.62,2,0.21,2,0.21,1,0.1,6,0.62,5,0.52,1,0.1,1,0.1,2,0.21,4,0.41,4,0.41,34,3.53,41,4.25,33,3.42,35,3.63,38,3.94,37,3.84,34,3.53,36,3.73,2,0.21,2,0.21,1,0.1,1,0.1,3,0.31,2,0.21,2,0.21,0,0.0,28005
28,6,694,8,1.15,9,1.3,9,1.3,8,1.15,10,1.44,8,1.15,6,0.86,6,0.86,5,0.72,1,0.14,2,0.29,1,0.14,0,0.0,1,0.14,6,0.86,3,0.43,3,0.43,3,0.43,3,0.43,2,0.29,32,4.61,27,3.89,25,3.6,26,3.75,25,3.6,28,4.03,23,3.31,26,3.75,1,0.14,1,0.14,1,0.14,2,0.29,3,0.43,2,0.29,1,0.14,2,0.29,28006
28,7,1042,32,3.07,16,1.54,8,0.77,6,0.58,12,1.15,9,0.86,9,0.86,10,0.96,3,0.29,6,0.58,5,0.48,2,0.19,2,0.19,5,0.48,4,0.38,3,0.29,5,0.48,2,0.19,0,0.0,0,0.0,27,2.59,24,2.3,25,2.4,21,2.02,31,2.98,26,2.5,26,2.5,26,2.5,0,0.0,0,0.0,2,0.19,1,0.1,1,0.1,1,0.1,1,0.1,3,0.29,28007
28,8,1428,11,0.77,10,0.7,9,0.63,7,0.49,7,0.49,7,0.49,9,0.63,10,0.7,5,0.35,1,0.07,1,0.07,2,0.14,1,0.07,2,0.14,11,0.77,5,0.35,6,0.42,8,0.56,8,0.56,8,0.56,68,4.76,63,4.41,57,3.99,59,4.13,60,4.2,61,4.27,58,4.06,56,3.92,1,0.07,1,0.07,2,0.14,2,0.14,1,0.07,1,0.07,0,0.0,1,0.07,28008
28,9,976,15,1.54,16,1.64,11,1.13,6,0.61,12,1.23,13,1.33,7,0.72,15,1.54,5,0.51,5,0.51,3,0.31,5,0.51,1,0.1,3,0.31,1,0.1,6,0.61,0,0.0,1,0.1,4,0.41,3,0.31,23,2.36,17,1.74,15,1.54,17,1.74,18,1.84,12,1.23,14,1.43,15,1.54,1,0.1,6,0.61,3,0.31,2,0.2,1,0.1,1,0.1,0,0.0,2,0.2,28009
28,10,1643,13,0.79,15,0.91,13,0.79,13,0.79,9,0.55,17,1.03,12,0.73,14,0.85,8,0.49,8,0.49,8,0.49,8,0.49,5,0.3,5,0.3,3,0.18,7,0.43,9,0.55,6,0.37,5,0.3,3,0.18,98,5.96,90,5.48,88,5.36,86,5.23,88,5.36,88,5.36,82,4.99,82,4.99,3,0.18,3,0.18,3,0.18,3,0.18,6,0.37,8,0.49,3,0.18,4,0.24,28010
28,11,2994,46,1.54,37,1.24,25,0.84,34,1.14,32,1.07,30,1.0,28,0.94,29,0.97,17,0.57,14,0.47,11,0.37,12,0.4,11,0.37,9,0.3,18,0.6,11,0.37,8,0.27,7,0.23,9,0.3,11,0.37,223,7.45,199,6.65,200,6.68,200,6.68,215,7.18,218,7.28,179,5.98,188,6.28,5,0.17,5,0.17,5,0.17,2,0.07,0,0.0,6,0.2,1,0.03,4,0.13,28011
28,12,918,20,2.18,18,1.96,5,0.54,2,0.22,8,0.87,3,0.33,4,0.44,6,0.65,4,0.44,3,0.33,1,0.11,3,0.33,1,0.11,1,0.11,0,0.0,3,0.33,1,0.11,0,0.0,1,0.11,0,0.0,27,2.94,23,2.51,23,2.51,17,1.85,24,2.61,23,2.51,18,1.96,18,1.96,2,0.22,2,0.22,2,0.22,0,0.0,2,0.22,2,0.22,0,0.0,0,0.0,28012
28,13,1196,37,3.09,25,2.09,15,1.25,7,0.59,18,1.51,14,1.17,5,0.42,15,1.25,7,0.59,5,0.42,12,1.0,5,0.42,5,0.42,2,0.17,3,0.25,4,0.33,4,0.33,3,0.25,5,0.42,4,0.33,33,2.76,28,2.34,22,1.84,21,1.76,24,2.01,29,2.42,27,2.26,21,1.76,4,0.33,3,0.25,4,0.33,2,0.17,1,0.08,1,0.08,2,0.17,4,0.33,28013
28,14,993,16,1.61,12,1.21,8,0.81,6,0.6,9,0.91,4,0.4,3,0.3,4,0.4,6,0.6,8,0.81,2,0.2,5,0.5,1,0.1,0,0.0,2,0.2,7,0.7,1,0.1,4,0.4,1,0.1,3,0.3,23,2.32,17,1.71,15,1.51,18,1.81,20,2.01,23,2.32,20,2.01,16,1.61,1,0.1,1,0.1,3,0.3,0,0.0,4,0.4,2,0.2,1,0.1,0,0.0,28014
28,15,295,6,2.03,7,2.37,3,1.02,3,1.02,5,1.69,5,1.69,2,0.68,6,2.03,3,1.02,4,1.36,4,1.36,3,1.02,0,0.0,1,0.34,2,0.68,2,0.68,0,0.0,1,0.34,3,1.02,2,0.68,9,3.05,3,1.02,5,1.69,1,0.34,1,0.34,3,1.02,3,1.02,2,0.68,0,0.0,0,0.0,0,0.0,1,0.34,0,0.0,2,0.68,0,0.0,0,0.0,28015
28,16,619,17,2.75,8,1.29,3,0.48,1,0.16,4,0.65,2,0.32,5,0.81,4,0.65,4,0.65,5,0.81,0,0.0,5,0.81,2,0.32,3,0.48,1,0.16,2,0.32,2,0.32,1,0.16,0,0.0,2,0.32,23,3.72,21,3.39,24,3.88,17,2.75,29,4.68,20,3.23,20,3.23,17,2.75,1,0.16,1,0.16,0,0.0,1,0.16,0,0.0,0,0.0,0,0.0,0,0.0,28016
